solve_id,solver,solve_time,pll,pll_time,Split,STM,STPS,ETM,ETPS
11810,Matty Hiroto Inaba,4.70,U L' U' L F L' U' L U L F' L2' U L,0.95,20.2%,14,14.74,14,14.74
11809,Matty Hiroto Inaba,3.93,U' y R' U L' U2 R U' R' U2 R r,1.06,27.0%,11,10.38,12,11.32
11808,Matty Hiroto Inaba,5.95,,1.63,27.4%,18,11.04,18,11.04
11807,Matty Hiroto Inaba,3.94,U R' U R' U' R3 U' R' U R U R2',1.32,33.5%,12,9.09,12,9.09
11806,Teodor Zajder,4.28,,0.00,0.0%,0,n/a,0,n/a
11805,Teodor Zajder,4.51,,0.00,0.0%,0,n/a,0,n/a
11804,Teodor Zajder,4.54,,1.54,33.9%,16,10.39,16,10.39
11803,Teodor Zajder,5.52,,1.92,34.8%,14,7.29,14,7.29
11802,Teodor Zajder,7.15,,0.00,0.0%,0,n/a,0,n/a
11750,Đỗ Quang Hưng,8.47,U2 U R U' R' U' R U R D R' U' R D' R' U2 R' U2',n/a,n/a,18,n/a,18,n/a
11749,Đỗ Quang Hưng,5.80,U R' U L' U2 R U' R' U2 R r,n/a,n/a,11,n/a,11,n/a
11748,Đỗ Quang Hưng,5.54,U R U R' U R' U' R2 U' R' U R' U R,n/a,n/a,14,n/a,14,n/a
11747,Đỗ Quang Hưng,5.57,R' U R' U' R3 U' R' U R U R2,n/a,n/a,11,n/a,11,n/a
11746,Đỗ Quang Hưng,6.47,U D R' U' R U D' R2 U R' U R2 U' R R' U R' U' R U' R2' U',n/a,n/a,22,n/a,22,n/a
11741,Yiheng Wang,3.13,,0.06,1.9%,1,16.67,1,16.67
11740,Yiheng Wang,3.42,U' R U R' F' R U R' U' R' F R2 U' R',0.75,21.9%,14,18.67,14,18.67
11739,Yiheng Wang,3.54,U' x R2' D2 R U R' D2 R U' R,0.82,23.2%,10,12.20,11,13.41
11738,Yiheng Wang,3.70,U' R U R' F' R U R' U' R' F R2 U' R' U2',0.85,23.0%,15,17.65,15,17.65
11737,Yiheng Wang,3.77,U R U R' U' R' F R2 U' R' U' R U R' F' U',0.84,22.3%,16,19.05,16,19.05
11713,Teodor Zajder,4.86,,1.53,31.5%,16,10.46,16,10.46
11712,Teodor Zajder,4.83,,0.00,0.0%,0,n/a,0,n/a
11711,Teodor Zajder,5.22,x R2' D D R U R' D D R U' R,1.09,20.9%,11,10.09,12,11.01
11710,Teodor Zajder,5.42,U' R' U' F' R U R' U' R' F R2 U' R' U' R U R' U R U',1.65,30.4%,20,12.12,20,12.12
11709,Teodor Zajder,6.92,,1.52,22.0%,19,12.50,19,12.50
11708,Zhaokun Li,5.14,U' R2' U R U R' U' R3 U' R' U R',0.84,16.3%,12,14.29,12,14.29
11707,Zhaokun Li,4.79,U' U' R2' U R U R' U' R3 U' R' U R' U',1.06,22.1%,14,13.21,14,13.21
11706,Zhaokun Li,5.66,U' r' D' F r U' r' F' D r2 U r' U' r' F r F' U,1.56,27.6%,18,11.54,18,11.54
11705,Zhaokun Li,3.87,,0.00,0.0%,0,n/a,0,n/a
11704,Zhaokun Li,4.90,,0.00,0.0%,0,n/a,0,n/a
11703,Zhaokun Li,4.73,U R2 U R' U R' U' R U' R2 D U' R' U R U' D',0.00,0.0%,17,n/a,17,n/a
11702,Zhaokun Li,4.49,,1.46,32.5%,15,10.27,15,10.27
11701,Zhaokun Li,5.63,U' U' R2 U R' U R' U' R U' R2 D U' R' U R U' D',1.16,20.6%,18,15.52,18,15.52
11700,Zhaokun Li,5.81,U' U' R2 U R' U R' U' R U' R2 D U' R' U R D' U,1.34,23.1%,18,13.43,18,13.43
11699,Zhaokun Li,4.19,,0.00,0.0%,0,n/a,0,n/a
11698,Yufang Du,5.41,U2 F R U' R' U R U R2' F' R U R U' R' U',1.44,26.6%,16,11.11,16,11.11
11697,Yufang Du,4.56,U R U' R' U' R U R D R' U' R D' R' U2 R' U,1.16,25.4%,17,14.66,17,14.66
11696,Yufang Du,4.74,U2' R U R' F' r U R' U' r' F R2 U' R' U2,1.01,21.3%,15,14.85,15,14.85
11695,Yufang Du,4.46,U R U R' F' r U R' U' r' F R2 U' R' U',1.19,26.7%,15,12.61,15,12.61
11694,Yufang Du,4.35,U' R2' U' R U' R U R' U R2 D' U R U' R' D U',0.98,22.5%,17,17.35,17,17.35
11693,Yiheng Wang,6.93,R U' R' R R' U' R U R D R' U' R D' R' U2 R' U,1.30,18.8%,18,13.85,18,13.85
11692,Yiheng Wang,3.95,U' x R2' D2 R U R' D2 R U' R,1.05,26.6%,10,9.52,11,10.48
11691,Yiheng Wang,4.55,U U D' R2 U R' U R' U' R U' R2 D U' R' U R U,1.38,30.3%,18,13.04,18,13.04
11690,Yiheng Wang,4.19,F R U' R' U' R U R' F' R U R' U' R' F R F',1.36,32.5%,17,12.50,17,12.50
11689,Yiheng Wang,3.98,U' x' R2 D2 R' U' R D2 R' U R',1.01,25.4%,10,9.90,11,10.89
11688,Luke Garrett,4.09,,0.00,0.0%,0,n/a,0,n/a
11687,Yiheng Wang,4.70,R2' U R U R' U' R3 U' R' U R' U2',0.90,19.1%,12,13.33,12,13.33
11686,Yiheng Wang,3.32,R U R' U' R' F R2 U' R' U' R U R' F',0.75,22.6%,14,18.67,14,18.67
11685,Yiheng Wang,5.28,U2' x R2' D2 R U R' D2 R U' R,0.88,16.7%,10,11.36,11,12.50
11684,Yiheng Wang,3.81,U R' U2' R U2' R' F R U R' U' R' F' R2,1.01,26.5%,14,13.86,14,13.86
11683,Yiheng Wang,3.57,R2' U R U R' U' R3 U' R' U R' U,0.74,20.7%,12,16.22,12,16.22
11682,Yiheng Wang,5.28,U2' U' R' U2' R U2' R' F R U R' U' R' F' R2 U2',1.41,26.7%,16,11.35,16,11.35
11681,Yiheng Wang,3.91,D' R U R' U' D R2 U' R U' R' U R' U R2 U,1.08,27.6%,16,14.81,16,14.81
11680,Yiheng Wang,3.83,U U' L' U' L F L' U' L U L F' L2' U L U',1.03,26.9%,16,15.53,16,15.53
11679,Yiheng Wang,4.84,U M' U M2' U M2' U M' U2 M2',1.04,21.5%,10,9.62,10,9.62
11678,Yiheng Wang,4.32,,0.00,0.0%,0,n/a,0,n/a
11635,Yiheng Wang,4.25,U2' R U R' U R U R' F' R U R' U' R' F R2 U' R' U2 R U' R',1.23,28.9%,22,17.89,22,17.89
11634,Yiheng Wang,5.50,U' R R' D' R2 U R2' R U R' U' R U' R2 D U' R' U R,1.92,34.9%,19,9.90,19,9.90
11633,Yiheng Wang,5.11,U' R U' R U R' D R D' R U' D R2' U R2 D' R2' U',1.29,25.2%,18,13.95,18,13.95
11632,Yiheng Wang,4.41,U2' R U R' U' R' F R2 U' R' U F' L' U L,0.91,20.6%,15,16.48,15,16.48
11631,Yiheng Wang,8.59,R' R' U R U R' U' R3 U' R' U R',2.17,25.3%,12,5.53,12,5.53
11630,Yiheng Wang,5.96,R' U' R U D' R2 U R' U R U' R U' R2' U D,0.93,15.6%,16,17.20,16,17.20
11629,Yiheng Wang,4.14,U x R' U R' D2 R U' R' D2 R2,0.82,19.8%,10,12.20,11,13.41
11628,Yiheng Wang,5.60,R U' R' U' R U R D R' U' R D' R' U2 R',1.28,22.9%,15,11.72,15,11.72
11627,Yiheng Wang,5.34,x' R U' R D2 R' U R D2 R2',1.32,24.7%,9,6.82,10,7.58
11626,Yiheng Wang,5.43,U' U U' x R2' D2 R U R' D2 R U' R x' U',1.26,23.2%,13,10.32,15,11.90
11625,Yiheng Wang,5.95,U D' R U R' U' D R2 U' R U' R' U R' U R2 U2',1.28,21.5%,17,13.28,17,13.28
11624,Yiheng Wang,4.80,U' R' U' F' R U R' U' R' F R2 U' R' U' R U R' U R U,1.15,24.0%,20,17.39,20,17.39
11623,Yiheng Wang,5.01,U' R' U2' R U2' R' F R U R' U' R' F' R2 U,1.03,20.6%,15,14.56,15,14.56
11622,Yiheng Wang,6.91,U' U R' U' R U U' R' F' R U R' U' R' F R2 R' R U' R' U' R U R' U R U,2.23,32.3%,27,12.11,27,12.11
11621,Yiheng Wang,4.80,U' R U R' U R U R' F' R U R' U' R' F R2 U' R' U2 R U' R',1.18,24.6%,22,18.64,22,18.64
11620,Yiheng Wang,5.18,,0.00,0.0%,0,n/a,0,n/a
11619,Yiheng Wang,4.67,U2' R U R' F' R U R' U' R' F R2 U' R' U2,0.79,16.9%,15,18.99,15,18.99
11618,Yiheng Wang,4.60,D' R2 U R' U R' U' R U' R2 U' D R' U R,1.05,22.8%,15,14.29,15,14.29
11617,Yiheng Wang,4.57,U2' R U R' U R' U' R2 U' R' U R' U R U2,1.02,22.3%,15,14.71,15,14.71
11616,Yiheng Wang,3.84,U2' R' U R' U' R D' R' D R' D' U R2 U' R2' D R2 U',1.26,32.8%,18,14.29,18,14.29
11615,Yiheng Wang,4.43,R U R' U R' U' R2 U' R' U R' U R U',0.93,21.0%,14,15.05,14,15.05
11614,Yiheng Wang,5.66,U R2' F2 R U2 R U2' R' F R U R' U' R' F R2 U2',2.81,49.6%,17,6.05,17,6.05
11613,Yiheng Wang,4.26,U2 R' U2' R U2' R' F R U R' U' R' F' R2 U',1.04,24.4%,15,14.42,15,14.42
11612,Yiheng Wang,4.41,U M' U M2' U M2' U M' U2 M2' U2,1.16,26.3%,11,9.48,11,9.48
11611,Yiheng Wang,5.36,U2 x' R U' R D2 R' U R D2 R2',1.11,20.7%,10,9.01,11,9.91
11610,Yiheng Wang,6.43,U F R U' R' U' R U R' F' R U R' U' R' F R F' U',1.36,21.2%,19,13.97,19,13.97
11609,Yiheng Wang,5.26,D' U' R U R' R U' R' U2 D R U' R U R' D R D' R U' D R2' U R2 D' R2',1.46,27.8%,26,17.81,26,17.81
11608,Yiheng Wang,4.83,U' U R2' U R U R' U' R2 U' U R U' R' U R' U2',1.61,33.3%,17,10.56,17,10.56
11607,Yiheng Wang,4.61,U x R' U R' D2 R U' R' D2 R2,1.14,24.7%,10,8.77,11,9.65
11606,Yiheng Wang,4.55,R' U R U' R' F' U' F R U R' U' R U' f R f' U',1.10,24.2%,18,16.36,18,16.36
11605,Yiheng Wang,4.36,U2 x' R2 D2 R' U' R D2 R' U R',0.91,20.9%,10,10.99,11,12.09
11604,Yiheng Wang,4.28,D' U' U' R U R' U' D R2 U' R U' R' U R' U R2 U,1.35,31.5%,18,13.33,18,13.33
11603,Yiheng Wang,5.00,R U' R U R' D R D' R U' D R2' U R D' D R D' R2' U',1.68,33.6%,20,11.90,20,11.90
11602,Yiheng Wang,4.99,L' U' L F L' U' L U L F' L2' U L,0.66,13.2%,13,19.70,13,19.70
11601,Yiheng Wang,6.01,U R U' R' U' R U R D R' U' R D' R' U2 R' U2',1.31,21.8%,17,12.98,17,12.98
11600,Yiheng Wang,4.58,U x' R U' R' D R U R' D' R U R' D R U' R' D' F,1.13,24.7%,18,15.93,19,16.81
11599,Yiheng Wang,4.54,U x' R2 D2 R' U' R D2 R' U R' F,1.06,23.3%,11,10.38,12,11.32
11598,Yiheng Wang,5.62,R U' R U R' D R D' R U' D R2' U R2 D' R2' U',1.35,24.0%,17,12.59,17,12.59
11597,Yiheng Wang,4.48,D' R2 U R' U R' U' R U' R2 U' D R' U R U2',1.13,25.2%,16,14.16,16,14.16
11596,Yiheng Wang,4.72,U x R' U R' D2 R U' R' D2 R2 x' U',1.37,29.0%,11,8.03,13,9.49
11590,Luke Garrett,4.67,,0.00,0.0%,0,n/a,0,n/a
11589,Luke Garrett,4.11,,0.00,0.0%,0,n/a,0,n/a
11583,Dylan Miller,3.49,R U R' U' R' F R2 U' R' U' R U R' F' U',1.16,33.2%,15,12.93,15,12.93
11582,Matty Hiroto Inaba,3.51,,0.24,6.8%,1,4.17,1,4.17
11581,Tymon Kolasiński,3.41,,0.00,0.0%,0,n/a,0,n/a
11580,Tymon Kolasiński,4.15,,0.00,0.0%,0,n/a,0,n/a
11579,Tymon Kolasiński,4.16,U' R U R' U' R' F R2 U' R' U' R U R' F',1.36,32.7%,15,11.03,15,11.03
11578,Tymon Kolasiński,4.13,R' U' F' R U R' U' R' F R2 U' R' U' R U R' U R  U2',1.56,37.8%,19,12.18,19,12.18
11577,Matty Hiroto Inaba,3.90,R U R' F' R U R' U' R' F R2 U' R',1.20,30.8%,13,10.83,13,10.83
11576,Matty Hiroto Inaba,4.08,U2 R U R' U' D R2 U' R U' R' U R' U R2 D',1.00,24.5%,16,16.00,16,16.00
11569,Yiheng Wang,4.43,U' R U R' U R' U' R2 U' R' U R' U R U2',0.76,17.2%,15,19.74,15,19.74
11568,Yiheng Wang,4.67,R U R' U R U R' F' R U R' U' R' F R2 U' R' U2 R U' R',0.94,20.1%,21,22.34,21,22.34
11567,Yiheng Wang,4.34,R U R' F' R U R' U' R' F R2 U' R' U',0.92,21.2%,14,15.22,14,15.22
11566,Yiheng Wang,4.12,M' U M2' U M2' U M' U2 M2',1.14,27.7%,9,7.89,9,7.89
11565,Yiheng Wang,3.59,U' x' R2 D2 R' U' R D2 R' U R',0.87,24.2%,10,11.49,11,12.64
11564,Yiheng Wang,4.85,U' F' U' F R2 u R' U R U' R u' R2',0.95,19.6%,13,13.68,13,13.68
11563,Yiheng Wang,3.44,U R U R' F' R U R' U' R' F R2 U' R' U,0.74,21.5%,15,20.27,15,20.27
11562,Yiheng Wang,4.04,U' R U R' F' R U R' U' R' F R2 U' R' U,0.74,18.3%,15,20.27,15,20.27
11561,Yiheng Wang,4.48,U' R' U R U' R' F' U' F R U R' U' R U' f R f',1.06,23.7%,18,16.98,18,16.98
11560,Brenton Angelo Lo Wong,3.84,,0.17,4.4%,1,5.88,1,5.88
11559,Yiheng Wang,3.48,U R' U' R3 U' R' U R U R2' U',0.75,21.6%,11,14.67,11,14.67
11558,Caleb Chen,5.46,,0.00,0.0%,0,n/a,0,n/a
11557,Caleb Chen,5.37,,0.00,0.0%,0,n/a,0,n/a
11556,Caleb Chen,5.53,U2' U' R' U2 R' D' R U' R' D R U R U' R' U' U',1.86,33.6%,17,9.14,17,9.14
11555,Caleb Chen,4.92,,0.00,0.0%,0,n/a,0,n/a
11554,Caleb Chen,4.96,,0.00,0.0%,0,n/a,0,n/a
11548,Yiheng Wang,3.82,U' R2' U R U R' U' R3 U' R' U R' U',0.74,19.4%,13,17.57,13,17.57
11547,Yiheng Wang,3.78,U R' U R' U' R3 U' R' U R U R2',1.05,27.8%,12,11.43,12,11.43
11546,Yiheng Wang,4.38,U' D' U' R2 U R' U R' U' R U' R2 D U' R' U R U,1.50,34.2%,18,12.00,18,12.00
11545,Yiheng Wang,4.94,U x' R U' R' D R U R' D' R U R' D R U' R' D',0.97,19.6%,17,17.53,18,18.56
11544,Yiheng Wang,3.78,U2' R U R' F' R U R' U' R' F R2 U' R',1.06,28.0%,14,13.21,14,13.21
11543,Yiheng Wang,4.01,D' R U R' U' D R2 U' R U' R' U R' U R2 U',0.93,23.2%,16,17.20,16,17.20
11536,Radosław Marcinek,3.99,,0.17,4.3%,1,5.88,1,5.88
11530,Feliks Zemdegs,4.22,,0.17,4.0%,1,5.88,1,5.88
11524,Yiheng Wang,3.08,U' R' U R' U' R3 U' R' U R U R' U' U R' U',1.28,41.6%,16,12.50,16,12.50
11506,Teodor Zajder,4.39,,0.13,3.0%,1,7.69,1,7.69
11499,Luke Garrett,3.54,,0.02,0.6%,0,0.00,0,0.00
11493,Ruihang Xu,4.53,R2' U R U R' U' R3 U' R' U R' U2',1.13,24.9%,12,10.62,12,10.62
11492,Ruihang Xu,4.33,u' R2 U R' U R' U' R U' R2 D U' R' U R,1.16,26.8%,15,12.93,15,12.93
11491,Ruihang Xu,5.03,U' R U R' F' R U R' U' R' F R2 U' R' U',0.90,17.9%,15,16.67,15,16.67
11490,Ruihang Xu,6.23,U R' U' R R' R D' R' D R' U D' R2 U' R2' D R2 U,1.73,27.8%,18,10.40,18,10.40
11489,Ruihang Xu,4.68,U' L' U' L F L' U' L U L F' L2' U L,1.11,23.7%,14,12.61,14,12.61
11471,Dylan Miller,4.91,U2' R U R' U' D R2 U' R U' R' U R' U R2 U D',1.01,20.6%,17,16.83,17,16.83
11470,Dylan Miller,5.21,F' U' F R2 u R' U R U' R u' R2' U',1.31,25.1%,13,9.92,13,9.92
11469,Dylan Miller,3.88,,0.00,0.0%,0,n/a,0,n/a
11468,Dylan Miller,4.73,U R U' R' U' R U R' U R' D' R U' R' D R2 U R',1.23,26.0%,18,14.63,18,14.63
11467,Dylan Miller,4.72,R' U2 R' R D' D R' D' R U' R' D R U R U' R' U' R U',1.82,38.6%,20,10.99,20,10.99
11466,Dylan Miller,3.54,,0.37,10.5%,0,0.00,0,0.00
11465,Dylan Miller,5.69,U2' R' U' R' D' R U' R' D R U R' D' R U R' D R2,1.29,22.7%,18,13.95,18,13.95
11464,Dylan Miller,4.87,U2' R U R' F' R U R' U' R' F R2 U' R',0.87,17.9%,14,16.09,14,16.09
11463,Dylan Miller,4.84,U' R U R' U' R' F R2 U' R' U' R U R' F' U',1.14,23.6%,16,14.04,16,14.04
11462,Dylan Miller,4.52,U' R U' R2' D' R U R' D R U' R U' R' U R U R' U,1.39,30.8%,19,13.67,19,13.67
11456,Luke Garrett,7.33,U' F' U U' F R' U' R U D' R2 U R' U R U' R U' R2' D U,2.63,35.9%,21,7.98,21,7.98
11455,Luke Garrett,5.18,D' R U R' U' D R2 U' R U' R' U R' U R2 U',1.35,26.1%,16,11.85,16,11.85
11454,Luke Garrett,5.10,U' l' U R' D2 R U' R' D2 R2,1.18,23.1%,10,8.47,10,8.47
11453,Luke Garrett,4.92,U M2' U' M U2 M' U' M2',1.09,22.2%,8,7.34,8,7.34
11452,Luke Garrett,5.08,U' U' D' R U R' U' R R' D R2 U' R U' R' U R' U R2,1.70,33.5%,19,11.18,19,11.18
11451,Kyle Santucci,2.73,,0.00,0.0%,0,n/a,0,n/a
11439,Yufang Du,3.99,,0.99,24.8%,9,9.09,9,9.09
11438,Yufang Du,5.94,R' U' F' R U R' U' R' F R2 U' R' U' R U R' U R U2',1.61,27.1%,19,11.80,19,11.80
11437,Yufang Du,3.72,,0.19,5.1%,1,5.26,1,5.26
11436,Yufang Du,5.52,U' U' U' M2' U' M2' U' M' U2' M2' U2' M',1.75,31.7%,12,6.86,12,6.86
11435,Yufang Du,4.87,U2 R' U' F' R U R' U' R' F R2 U' R' U' R U R' U R U' U',1.40,28.7%,21,15.00,21,15.00
11417,Yiheng Wang,2.53,,0.08,3.2%,1,12.50,1,12.50
11416,Yiheng Wang,3.62,U2' R U R' U' R' F R2 U' R' U' R U R',0.87,24.0%,14,16.09,14,16.09
11415,Yiheng Wang,4.04,U' R U R' U R U R' F' R U R' U' R' F R2 U' R' U2 R U' R',1.11,27.5%,22,19.82,22,19.82
11414,Yiheng Wang,3.75,U' R2 U R' U R' U' R U' R2 D U' R' U R D' U,1.05,28.0%,17,16.19,17,16.19
11413,Yiheng Wang,2.40,,0.12,5.0%,1,8.33,1,8.33
11412,Kyeongmin Choi,4.86,R U' R' U' R U R D R' U' R D' R' U2 R',1.39,28.6%,15,10.79,15,10.79
11385,Olaf Kuźmiński,4.38,,0.00,0.0%,0,n/a,0,n/a
11372,SeungO Han,6.00,U' R' U R U' R' F' U' F R U R' U' R U' f R f',1.47,24.5%,18,12.24,18,12.24
11371,SeungO Han,6.27,M2' U' M2' U2 M2' U' M2' U,1.10,17.5%,8,7.27,8,7.27
11370,SeungO Han,7.56,R' U R' U' R3 U' R' U R U R2 U2',1.36,18.0%,12,8.82,12,8.82
11369,SeungO Han,5.67,U R U R' U' R' F R2 U' R' U' R U R' F' U',1.12,19.8%,16,14.29,16,14.29
11368,SeungO Han,6.32,U R U' R2 D' R U R' D R U' R U' R' U R U R',1.49,23.6%,18,12.08,18,12.08
11341,Ruihang Xu,4.44,R' U R' U' R D' R' D R' U D' R2 U' R2' D R2 U,1.04,23.4%,17,16.35,17,16.35
11335,Ruihang Xu,4.05,R' R U' R' U R' U' R D' R' D R' U D' R2 U' R2' D R2 U',1.32,32.6%,20,15.15,20,15.15
11332,Emanuel Schelin,8.59,U R' D' U' D R U D' R2 U R' U R U' U' U U' U R U' R2 D U,n/a,n/a,23,n/a,23,n/a
11331,Emanuel Schelin,6.39,U' F R U' R' U' R U R' F' R U R' U' R' F R F' U,n/a,n/a,19,n/a,19,n/a
11330,Emanuel Schelin,5.45,U' R U R' F' R U R' U' R' F R2 U' R' U,n/a,n/a,15,n/a,15,n/a
11329,Emanuel Schelin,6.08,R2 R2' U2' R U R' U' R' F R2 U' R' U' R U R' F' U,n/a,n/a,18,n/a,18,n/a
11328,Emanuel Schelin,5.61,,n/a,n/a,0,n/a,0,n/a
11321,Seung Hyuk Nahm,5.71,y' x' R U' R D2 R' U R D2 R2',1.54,27.0%,9,5.84,11,7.14
11319,Seung Hyuk Nahm,5.60,U U R2 U R' U R' U' R U' R2 U' D R' U R D',1.93,34.5%,17,8.81,17,8.81
11318,Seung Hyuk Nahm,6.98,U U x R' U R' D2 R U' R' D2 R2 x' U,1.38,19.8%,12,8.70,14,10.14
11317,Seung Hyuk Nahm,5.77,,0.34,5.9%,1,2.94,1,2.94
11316,Matty Hiroto Inaba,4.08,U' M2' U M U2 M' U M2',1.30,31.9%,8,6.15,8,6.15
11315,Matty Hiroto Inaba,4.54,U U2' R U R' F' R U R' U' R' F R2 U' R' U,1.01,22.2%,16,15.84,16,15.84
11314,Matty Hiroto Inaba,6.63,U' R U R' F' R U2 R' U' R' R U' R' F R U R U2' R' U,2.36,35.6%,20,8.47,20,8.47
11313,Matty Hiroto Inaba,5.38,R U R' U' R' F R2 U' R' U' R U R' F' U',1.63,30.3%,15,9.20,15,9.20
11312,Matty Hiroto Inaba,4.27,U' R' D' R U2 R' D R U R' D' R U R' D R,1.29,30.2%,16,12.40,16,12.40
11311,Matty Hiroto Inaba,4.40,,0.00,0.0%,0,n/a,0,n/a
11310,Matty Hiroto Inaba,4.30,R U R' F' R U R' U' R' F R2 U' R' U2,0.93,21.6%,14,15.05,14,15.05
11309,Matty Hiroto Inaba,4.60,U' U' R U R' U' D R2 U' R U' R' U R' U R2 D' U',1.67,36.3%,18,10.78,18,10.78
11308,Matty Hiroto Inaba,4.60,R' U L' U2 R U' R' U2 R L,0.93,20.2%,10,10.75,10,10.75
11307,Matty Hiroto Inaba,5.48,U R U R' U' R' F R2 U' R' U' R U R' F',1.25,22.8%,15,12.00,15,12.00
11306,Matty Hiroto Inaba,4.56,U' R' U R' U' R3 U' R' U R U R2' U',1.16,25.4%,13,11.21,13,11.21
11305,Matty Hiroto Inaba,4.56,R' U' U' R U2' R' F R U R' U' R' F' R2 U,1.39,30.5%,15,10.79,15,10.79
11297,Yiheng Wang,3.87,x' R2 D2 R' U' R D2 R' U R',0.84,21.7%,9,10.71,10,11.90
11296,Yiheng Wang,4.13,U' x' R2 D2 R' U' R D2 R' U R',1.21,29.3%,10,8.26,11,9.09
11295,Yiheng Wang,4.14,U U L' U' L F L' U' L U L F' L2' U L,0.97,23.4%,15,15.46,15,15.46
11294,Yiheng Wang,4.25,R U R' U R U R' F' R U R' U' R' F R2 U' R' U2 R U' R',1.17,27.5%,21,17.95,21,17.95
11293,Yiheng Wang,3.84,R U R' U R' U' R2 U' R' U R' U R U,0.71,18.5%,14,19.72,14,19.72
11281,Kai-Wen Wang,4.27,,n/a,n/a,1,n/a,1,n/a
11279,Matty Hiroto Inaba,5.06,U M2' U M2' U M' U2 M2' U2 M',1.49,29.4%,10,6.71,10,6.71
11278,Matty Hiroto Inaba,5.24,U2' R U R' U R' U' R2 U' R' U R' U R U',1.07,20.4%,15,14.02,15,14.02
11277,Matty Hiroto Inaba,4.88,M2' U' M U2 M' U' M2' U2,1.08,22.1%,8,7.41,8,7.41
11276,Matty Hiroto Inaba,6.21,,0.00,0.0%,0,n/a,0,n/a
11275,Matty Hiroto Inaba,4.76,U' R' U' R U D' R2 R' R U R' U R U' R U' R2' D,1.56,32.8%,18,11.54,18,11.54
11274,Radosław Marcinek,3.96,,0.19,4.8%,1,5.26,1,5.26
11273,Luke Garrett,4.86,U' R2' U R U R' U' R3 U' R' U R',0.93,19.1%,12,12.90,12,12.90
11272,Luke Garrett,4.31,U R' U' R3 U' R' U R U R2' U,0.84,19.5%,11,13.10,11,13.10
11271,Luke Garrett,5.06,R' U' R U D' R2 U R' U R U' R U' R2' D U' U',1.66,32.8%,17,10.24,17,10.24
11270,Luke Garrett,4.91,U' R2' U R U R' U' R3 U' R' U R' U',0.94,19.1%,13,13.83,13,13.83
11269,Luke Garrett,6.84,U' R' U R' U' R D' R' D R' U D' R2 U' R2' D R R U,1.97,28.8%,19,9.64,19,9.64
11267,Yomie Ko,4.33,R2' U R U R' U' R3 U' R' U R' U,1.20,27.7%,12,10.00,12,10.00
11266,Aidan Grainger,3.69,,0.47,12.7%,1,2.13,1,2.13
11265,Jake Brown,3.91,,0.00,0.0%,0,n/a,0,n/a
11237,Ruihang Xu,3.24,,0.00,0.0%,0,n/a,0,n/a
11236,Yiheng Wang,3.61,U' F R U' R' U' R U R' F' R U R' U' R' F R F',1.21,33.5%,18,14.88,18,14.88
11235,Siddharth Reddy,4.15,U' R U R' U R' U' R2 U' R' U R' U R U',1.33,32.0%,15,11.28,15,11.28
11234,Yiheng Wang,4.01,U' R U' R U R' D R D' R U' D R2' U R2 D' R2 U',1.04,25.9%,18,17.31,18,17.31
11233,Yiheng Wang,3.69,,0.36,9.8%,1,2.78,1,2.78
11232,Yiheng Wang,4.48,U R U R' U R' U' R2 U' R' U R' U R,0.91,20.3%,14,15.38,14,15.38
11231,Yiheng Wang,4.29,U U' U2' R U R' U R' U' R2 U' R' U R' U R U',1.26,29.4%,17,13.49,17,13.49
11230,Yiheng Wang,3.96,D' R2 U R' U R' U' R U' R2 D U' R' U R U2',1.16,29.3%,16,13.79,16,13.79
11227,Matty Hiroto Inaba,4.34,,0.17,3.9%,1,5.88,1,5.88
11226,Matty Hiroto Inaba,4.89,R U' U U' R' U' R U R D R' U' R D' R' U2 R',1.86,38.0%,17,9.14,17,9.14
11225,Matty Hiroto Inaba,5.30,U' R' U R' U' R3 U' R' U R U R2' U,0.90,17.0%,13,14.44,13,14.44
11224,Matty Hiroto Inaba,5.72,y R U R' U' R' F R2 U' R' U' R U R' F',1.45,25.3%,14,9.66,15,10.34
11223,Matty Hiroto Inaba,4.37,R' U R' U' R2 U' R' U R' U R U',0.90,20.6%,12,13.33,12,13.33
11222,Toby Litiatco,4.12,R U R' F' R U R' U' R' F R2 U' R' U,0.95,23.1%,14,14.74,14,14.74
11221,Toby Litiatco,5.16,U' M2' U M' U2' M U M2' U2',1.14,22.1%,9,7.89,9,7.89
11220,Toby Litiatco,5.49,U R U R' F' R U R' U' R' F R2 U' R' U',0.99,18.0%,15,15.15,15,15.15
11219,Toby Litiatco,8.70,U2 R U' R' U' R U R D R' U' R D' R' U2 R' U2',1.50,17.2%,17,11.33,17,11.33
11218,Toby Litiatco,4.59,U x R2' D2 R U R' D2 R U' R,0.81,17.6%,10,12.35,11,13.58
11217,Kai-Wen Wang,5.32,R U' R' U' R U R D R' U' R D' R' U2 R',1.25,23.5%,15,12.00,15,12.00
11216,Kai-Wen Wang,4.98,,0.00,0.0%,0,n/a,0,n/a
11215,Kai-Wen Wang,6.70,U M2' U M' U2 M U M2',1.20,17.9%,8,6.67,8,6.67
11214,Kai-Wen Wang,5.81,x R2' D2 R U R' D2 R' R2 U' R x' U,1.74,29.9%,11,6.32,13,7.47
11213,Kai-Wen Wang,6.24,U M2' U M U2 M' U M2' U,1.17,18.8%,9,7.69,9,7.69
11209,Kyle Santucci,4.48,,0.00,0.0%,0,n/a,0,n/a
